emp_no,first_name,birth_date,last_name,gender,salary,to_date
260077,Vishwani,1952-06-17,Wallrath,M,40000,9999-01-01
260080,Gregory,1953-02-24,Marzano,M,40000,9999-01-01
260246,Alagu,1953-04-29,Birta,M,40000,9999-01-01
260082,Gina,1955-03-17,Swan,M,62814,9999-01-01
260092,Aruna,1954-08-17,Detkin,F,50094,9999-01-01
260101,Dhritiman,1952-06-09,Ghazalie,F,65936,9999-01-01
260273,Lillian,1954-03-07,McAlpine,F,40000,9999-01-01
260117,Margo,1954-05-23,Raczkowsky,M,40000,9999-01-01
260126,Spyrose,1953-10-20,Worfolk,M,40000,9999-01-01
260128,Willard,1955-12-23,Yoshimura,F,71758,9999-01-01
260281,Hidefumi,1952-09-25,Lodder,M,49792,9999-01-01
260144,Fun,1952-11-13,Baja,M,43141,9999-01-01
260145,Lihong,1955-12-25,Rajcani,M,64012,9999-01-01
260148,Yaghout,1955-07-24,Eterovic,M,61442,9999-01-01
260296,Heng,1955-10-07,Denti,M,54751,9999-01-01
260169,Lokesh,1954-06-04,Codenie,F,44695,9999-01-01
260302,Munir,1953-05-19,Velasco,F,61964,9999-01-01
260181,Evgueni,1952-10-26,Shanbhogue,F,40000,9999-01-01
260305,Jiong,1955-02-23,Gill,M,40000,9999-01-01
260322,Arlette,1952-02-15,Lamparter,F,40969,9999-01-01
260325,Zorica,1955-08-07,Lamma,M,68748,9999-01-01
260331,Niteen,1952-05-18,Matteis,M,67381,9999-01-01
260378,Taisook,1955-02-08,Basagni,M,65279,9999-01-01
260380,Utpal,1955-04-19,Tagansky,F,40000,9999-01-01
260342,Leaf,1954-10-20,Peroz,F,51495,9999-01-01
260393,Jongsuk,1952-07-11,Matheson,F,79535,9999-01-01
260344,Sugwoo,1953-01-25,Marchesini,F,40000,9999-01-01
260348,Stafford,1954-02-02,Pettit,M,54648,9999-01-01
260414,Stamatina,1954-07-14,Jullig,F,45983,9999-01-01
260415,Lobel,1954-04-18,Broder,M,40000,9999-01-01
260352,Ayonca,1952-12-17,Kilgore,F,40000,9999-01-01
260417,Wuxu,1955-05-21,Trachtenberg,M,58196,9999-01-01
260418,Alejandro,1954-09-11,Pezzoli,F,40000,9999-01-01
260420,Yurii,1955-01-30,Senzako,M,61592,9999-01-01
260423,Debaprosad,1954-07-29,Papadias,M,40000,9999-01-01
260359,Kensyu,1952-10-13,Furudate,M,40000,9999-01-01
260427,Munehiro,1954-11-22,Jervis,M,40000,9999-01-01
260573,Abdulla,1952-04-28,Lamparter,F,58846,9999-01-01
260441,Ennio,1954-03-19,Gruenwald,F,40000,9999-01-01
260456,Shounak,1952-03-19,Luck,M,40000,9999-01-01
260575,Kokou,1955-12-06,Ushiama,M,40000,9999-01-01
260502,Danco,1955-02-16,Jeong,M,56554,9999-01-01
260507,Foong,1954-07-15,Lueh,M,40000,9999-01-01
260588,Shuichi,1955-11-18,Speel,M,55406,9999-01-01
260516,Hidekazu,1952-07-10,Byoun,M,66474,9999-01-01
260521,Dekang,1955-03-29,Marrevee,M,40000,9999-01-01
260522,Kasturi,1955-06-08,Baez,F,66080,9999-01-01
260603,Spyrose,1953-02-09,Falster,M,60696,9999-01-01
260527,Katsuyuki,1955-12-10,Lindqvist,M,50086,9999-01-01
260529,Nechama,1953-07-22,Hofstetter,F,40000,9999-01-01
260541,Ute,1952-09-12,Scharstein,M,75064,9999-01-01
260612,Roded,1954-10-31,Conte,M,79824,9999-01-01
260546,Behnaam,1953-01-19,Haldar,M,40000,9999-01-01
260550,Ebru,1954-02-11,Birjandi,F,40000,9999-01-01
260551,Alper,1952-07-21,Murtha,M,40000,9999-01-01
260742,Domenico,1953-12-03,Schmiedel,M,40000,9999-01-01
260756,Jahangir,1953-09-14,Swick,M,57953,9999-01-01
260764,Honesty,1955-08-09,Kalefeld,M,40000,9999-01-01
260779,Stepehn,1952-03-14,Rando,M,48699,9999-01-01
260781,Bangqing,1953-07-15,Walstra,M,42417,9999-01-01
260783,Danny,1953-03-21,Emmerich,M,44669,9999-01-01
260790,Niteen,1953-02-21,Perfilyeva,M,40000,9999-01-01
260797,Dines,1954-08-16,Kragelund,M,40000,9999-01-01
260834,Khoa,1955-03-07,Tomescu,F,50743,9999-01-01
260850,Goa,1954-11-26,Serra,F,40188,9999-01-01
260626,Piyawadee,1955-09-14,Eppinger,F,59906,9999-01-01
260864,Aram,1954-09-20,Asser,M,72714,9999-01-01
260865,Giao,1955-01-12,Zallocco,M,48791,9999-01-01
260634,Beshir,1955-07-19,Angelov,F,67532,9999-01-01
260889,Mona,1952-12-16,Streng,M,45696,9999-01-01
260895,Prasadram,1954-08-01,Templeman,F,57607,9999-01-01
260638,Richara,1955-10-28,Cronan,M,46203,9999-01-01
260902,Mandell,1953-07-01,Raczkowsky,F,57750,9999-01-01
260642,Xianlong,1955-10-30,Kemmerer,M,40000,9999-01-01
260911,Tru,1955-02-07,Vecchio,M,52819,9999-01-01
260920,Irena,1953-01-27,Highland,M,53846,9999-01-01
260922,Irena,1955-10-16,Bugrara,M,40000,9999-01-01
260644,Moty,1955-04-18,Bennet,M,40000,9999-01-01
260667,Akemi,1952-11-04,Weedon,F,54938,9999-01-01
260949,Sudharsan,1952-12-09,Oberman,M,54302,9999-01-01
260669,Nitsan,1952-12-16,Sinicrope,M,40000,9999-01-01
260670,Divine,1953-08-28,Acton,M,40717,9999-01-01
260690,Kristin,1952-11-25,Tibblin,M,50759,9999-01-01
260969,Aamod,1952-10-26,Leuchs,M,40000,9999-01-01
260981,Reuven,1954-06-25,Ermel,F,72561,9999-01-01
260986,Dung,1953-06-04,Cardazo,M,55902,9999-01-01
260992,Dietrich,1953-04-17,Etalle,M,40564,9999-01-01
260994,Kazuhide,1952-04-10,Schonegge,F,55458,9999-01-01
260693,Oksana,1952-04-13,Mungall,F,71136,9999-01-01
260998,Vishwani,1954-08-29,Zyda,M,40000,9999-01-01
260697,Nagui,1954-08-20,Renear,F,61967,9999-01-01
261007,Yakkov,1952-10-14,Jayawardene,M,64321,9999-01-01
261010,Fei,1953-10-03,Nourani,M,42646,9999-01-01
260700,Eishiro,1953-02-01,Taubenfeld,M,96900,9999-01-01
261017,Genta,1952-03-31,Varker,M,68767,9999-01-01
260727,Nalini,1954-09-22,Billawala,M,92951,9999-01-01
261053,Uwe,1955-08-07,Honglei,M,76210,9999-01-01
261127,Tremaine,1954-10-11,Pena,F,72264,9999-01-01
261070,King,1954-11-02,Zuberek,M,40000,9999-01-01
261073,Carrsten,1955-01-30,Wilfing,M,50109,9999-01-01
261075,Chandrasekaran,1952-11-02,Esposito,M,72589,9999-01-01
261087,Teiji,1955-06-28,Hegner,F,40000,9999-01-01
261102,Chaoyi,1954-05-29,Speckmann,M,71002,9999-01-01
261109,Bogdan,1955-09-17,Quadeer,M,45502,9999-01-01
261298,Ottavia,1953-08-01,Ventosa,F,40000,9999-01-01
261317,Chenxi,1955-07-25,Prenel,F,42955,9999-01-01
261321,Aram,1955-12-06,Eldridge,M,78838,9999-01-01
261330,Takahira,1954-08-27,DiGiano,F,44173,9999-01-01
261130,Brigham,1952-03-09,Stassinopoulos,F,53934,9999-01-01
261337,Deniz,1954-10-12,Leslie,M,67343,9999-01-01
261135,Chriss,1952-08-09,Noriega,M,50209,9999-01-01
261346,Elvis,1954-09-05,Brendel,M,61633,9999-01-01
261351,Ottavia,1955-09-06,Erde,F,40000,9999-01-01
261136,Vishv,1955-05-13,Joslin,F,103702,9999-01-01
261362,Zdislav,1955-05-17,Emiris,F,95193,9999-01-01
261365,Feiyu,1954-03-24,Asmuth,M,82338,9999-01-01
261143,Reinhard,1955-11-08,Mansanne,M,69057,9999-01-01
261372,Xianlong,1953-02-07,Uhrig,M,40000,9999-01-01
261374,Arumugam,1952-08-22,Antonisse,M,40000,9999-01-01
261147,Tommaso,1952-08-04,Murillo,M,57009,9999-01-01
261383,Elliott,1954-01-19,Manders,M,69142,9999-01-01
261385,Roddy,1952-07-01,Angel,M,57141,9999-01-01
261149,Wayne,1953-10-25,Riesenhuber,F,57877,9999-01-01
261153,Fusako,1954-05-22,Anily,F,40000,9999-01-01
261403,Berna,1954-05-12,Uhrig,F,64863,9999-01-01
261159,Kokou,1954-02-17,Janocha,F,48512,9999-01-01
261409,Chiradeep,1952-07-02,Cairo,M,90408,9999-01-01
261416,Sreenivas,1955-04-20,Vilarrasa,F,53405,9999-01-01
261172,Katsuyuki,1954-01-29,Luit,F,68463,9999-01-01
261421,Bingning,1953-06-19,Tramer,M,51817,9999-01-01
261427,Ioana,1952-06-26,Sinicrope,M,69526,9999-01-01
261437,Niclas,1954-12-31,Cairo,F,40000,9999-01-01
261189,Ottavia,1953-07-30,Michaeli,F,40000,9999-01-01
261446,Erzsebet,1952-04-19,Ligten,M,82468,9999-01-01
261451,Randi,1954-06-04,Gide,M,69345,9999-01-01
261458,Eberhardt,1952-04-09,Swiss,F,40000,9999-01-01
261190,Ranga,1955-04-11,Pusterhofer,F,40000,9999-01-01
261468,Radoslaw,1954-04-24,Covnot,F,48711,9999-01-01
261192,Susanta,1955-11-08,Schneeberger,M,40000,9999-01-01
261194,Nimmagadda,1955-11-15,Nitta,M,67590,9999-01-01
261196,Maya,1953-10-22,Kitsuregawa,M,40000,9999-01-01
261213,Abdulah,1954-08-30,Covnot,M,100122,9999-01-01
261486,Bezalel,1952-03-27,Schreiter,F,40000,9999-01-01
261225,Parto,1953-05-16,Honiden,F,40000,9999-01-01
261507,George,1955-12-24,Driscoll,F,68938,9999-01-01
261510,Takahito,1952-07-06,Ohori,F,40000,9999-01-01
261516,Kitty,1954-03-02,Ravishankar,M,40000,9999-01-01
261517,Caolyn,1955-08-16,Orsini,M,40000,9999-01-01
261226,Zhaofang,1953-10-25,Baby,F,80285,9999-01-01
261526,Fumiyo,1955-07-29,Munro,M,74610,9999-01-01
261245,Shahab,1953-09-06,Schusler,M,47656,9999-01-01
261527,Arunachalam,1952-08-17,Butner,M,41800,9999-01-01
261548,Gita,1954-03-01,Karunanithi,M,73014,9999-01-01
261247,Sanjiv,1952-09-23,Munos,F,58994,9999-01-01
261249,Gift,1954-04-13,Negoita,F,56399,9999-01-01
261569,Thodoros,1952-02-14,Albarhamtoshy,F,81187,9999-01-01
261255,Sven,1954-12-27,Michaels,M,48309,9999-01-01
261575,Maha,1954-05-15,Comte,M,40000,9999-01-01
261580,Kellie,1953-10-14,Chappelet,M,40000,9999-01-01
261262,Bikash,1953-02-24,Schahn,F,51622,9999-01-01
261271,Dipayan,1954-01-24,Murillo,F,40000,9999-01-01
261595,Kankanahalli,1953-11-29,Dymetman,F,50607,9999-01-01
261597,Shaunak,1953-01-04,Prochazka,F,48447,9999-01-01
261598,Mostafa,1954-03-14,Anily,F,40000,9999-01-01
261599,Jouko,1955-08-24,Genin,M,42580,9999-01-01
261607,Billur,1954-10-02,Gunderson,M,59171,9999-01-01
261272,Fun,1954-01-09,Gopalakrishnan,M,40000,9999-01-01
261615,Faiza,1955-03-21,Nittel,M,50486,9999-01-01
261274,Mads,1954-02-12,Serra,F,54587,9999-01-01
261624,Freyja,1955-05-17,Takanami,F,40000,9999-01-01
261279,Ghassan,1954-05-29,Sgarro,M,80023,9999-01-01
261627,Mokhtar,1953-05-07,Kemmerer,M,64078,9999-01-01
261628,Arvin,1954-07-07,Rajaraman,M,40000,9999-01-01
261633,Zhiguo,1953-01-08,Hertweck,M,41402,9999-01-01
261673,Fatemeh,1955-12-11,Birta,F,51116,9999-01-01
261635,Amalendu,1952-09-17,Ruther,M,41984,9999-01-01
261644,Stafford,1955-06-02,Codenie,F,40000,9999-01-01
261648,Zhenbing,1954-06-07,Maksimenko,F,56333,9999-01-01
261651,Angus,1954-12-23,Anguita,M,77905,9999-01-01
261852,Vesna,1954-01-17,Orsini,F,48340,9999-01-01
261853,Cedric,1954-01-11,Gerlach,F,40000,9999-01-01
261856,Domenico,1953-11-29,Gente,F,69634,9999-01-01
261862,Demin,1953-12-08,Penn,F,73235,9999-01-01
261866,Michaela,1952-07-25,Juneja,M,40000,9999-01-01
261874,Elrique,1955-07-10,Mandelberg,F,40000,9999-01-01
261883,Froduald,1954-01-28,Versino,M,53780,9999-01-01
261894,Nechama,1955-08-19,Versino,F,59071,9999-01-01
261897,Moss,1953-10-29,Molberg,M,49143,9999-01-01
261900,Zongyan,1955-11-09,Randt,M,90098,9999-01-01
261901,Richara,1955-05-14,Covnot,F,40000,9999-01-01
261904,Gurbir,1952-08-30,Raczkowsky,M,40000,9999-01-01
261912,Pranjal,1953-02-05,Ghalwash,F,40000,9999-01-01
261686,Kenton,1952-02-10,Perin,M,40000,9999-01-01
261957,Thodoros,1952-10-17,Gecseg,F,54278,9999-01-01
261960,Xinyu,1954-10-19,Mahnke,F,49578,9999-01-01
261695,Giri,1952-07-18,Acton,M,57189,9999-01-01
261962,Boutros,1953-07-13,Ramaiah,M,40000,9999-01-01
261978,Mahendra,1953-09-30,Willoner,M,40000,9999-01-01
261700,Mamdouh,1955-08-16,Gronowski,F,40000,9999-01-01
261987,Sanjoy,1954-05-26,Kushner,M,40000,9999-01-01
261702,Goa,1955-12-12,Kaltofen,M,40000,9999-01-01
261729,Oldrich,1952-04-11,Mawatari,F,40000,9999-01-01
262003,Xuejia,1955-06-12,Werthner,M,62722,9999-01-01
262027,Georg,1954-03-01,Schauser,M,59202,9999-01-01
262035,Clyde,1952-06-22,Streng,M,40000,9999-01-01
261732,Bogdan,1954-05-27,Pfau,M,46948,9999-01-01
261738,Radhia,1954-06-28,Velardi,M,60861,9999-01-01
261750,Anyuan,1953-03-12,Codenie,M,43801,9999-01-01
261754,Tzvetan,1954-01-01,Bala,M,47396,9999-01-01
261764,Kenton,1955-05-30,Viele,F,40000,9999-01-01
261772,Weiyi,1954-10-17,Esteva,M,49257,9999-01-01
262041,Eckart,1955-02-26,Valette,F,40000,9999-01-01
262043,Jasminko,1955-04-08,Schrooten,M,62260,9999-01-01
262047,Aksel,1954-06-28,Thibadeau,M,67633,9999-01-01
261779,Yahiko,1955-04-10,Dichev,F,48566,9999-01-01
262051,Martien,1954-01-26,Cummings,M,40000,9999-01-01
262053,Hailing,1953-05-30,Colorni,M,64539,9999-01-01
262057,Dinah,1955-02-11,Bojadziev,M,65644,9999-01-01
261786,Pantung,1952-05-27,Fontet,F,48557,9999-01-01
261801,Van,1953-04-20,Kinley,M,46750,9999-01-01
262080,Rosine,1954-05-04,Validov,F,40000,9999-01-01
261803,Hugh,1954-05-18,Kowalchuk,M,57206,9999-01-01
261805,Akeel,1954-06-16,Veeraraghavan,F,40000,9999-01-01
262105,Heeju,1952-03-26,Perly,M,89631,9999-01-01
261811,Kensei,1955-01-03,Middleton,M,40000,9999-01-01
262116,Shunichi,1955-11-07,Swift,M,46098,9999-01-01
261815,Makato,1953-09-22,Zaumen,F,40000,9999-01-01
262132,Genevieve,1954-03-29,Lichtman,M,45832,9999-01-01
261817,Guadalupe,1955-10-30,Kowalchuk,M,59467,9999-01-01
262141,Bartek,1954-10-23,Kilgour,F,40000,9999-01-01
261826,Martins,1955-06-08,Ulupinar,M,40000,9999-01-01
261846,Phuoc,1955-11-23,Farris,F,52263,9999-01-01
262168,Youjian,1954-12-03,Pews,F,63842,9999-01-01
262178,Stein,1953-05-11,Dalphin,M,40000,9999-01-01
262184,Trygve,1954-02-14,Farrel,M,55886,9999-01-01
261849,Alselm,1952-10-26,Makinen,M,40000,9999-01-01
262190,Marin,1952-12-09,Hofman,M,40000,9999-01-01
262243,Qunsheng,1952-12-02,Buchter,M,52779,9999-01-01
262212,Evgueni,1952-04-22,Clouatre,M,63535,9999-01-01
262216,Ennio,1955-08-10,Auria,M,76452,9999-01-01
262260,Ishfaq,1954-05-18,Lund,M,44838,9999-01-01
262271,Martina,1954-07-18,Maliniak,M,40000,9999-01-01
262273,Yakkov,1954-02-17,Guting,M,40000,9999-01-01
262428,Changho,1955-01-04,Gerlach,F,70301,9999-01-01
262292,Hyuckchul,1955-03-29,Cardazo,M,54794,9999-01-01
262451,Baoqiu,1953-12-30,Pokrovskii,F,40000,9999-01-01
262457,Stein,1953-12-29,Collavizza,F,40000,9999-01-01
262296,Harngdar,1953-09-11,Rindone,F,49136,9999-01-01
262304,Izaskun,1953-07-13,Schwartzburd,M,40000,9999-01-01
262478,Otilia,1954-12-10,Pargas,M,59344,9999-01-01
262485,Tsvetan,1955-09-27,Danecki,M,40000,9999-01-01
262486,Pranas,1952-06-12,Farrow,M,40000,9999-01-01
262319,Mooi,1954-08-11,Barreiro,M,42427,9999-01-01
262498,Navin,1954-01-08,Sluis,M,40000,9999-01-01
262505,Shahab,1954-01-16,Peris,F,47541,9999-01-01
262323,Sugwoo,1952-10-23,Rodiger,M,40000,9999-01-01
262506,Masamitsu,1953-03-28,Fordan,F,71802,9999-01-01
262511,Fatemeh,1954-02-24,Jansen,M,44780,9999-01-01
262325,Zejun,1954-09-07,Luit,F,40000,9999-01-01
262516,Kayoko,1954-09-11,Nilsson,M,56925,9999-01-01
262333,Fayez,1952-09-01,Haumacher,M,45360,9999-01-01
262526,Shaunak,1954-12-23,Mateescu,M,40000,9999-01-01
262340,Zengping,1952-02-19,Deverell,M,49501,9999-01-01
262550,Masako,1953-04-22,Baranowski,M,77233,9999-01-01
262348,Aksel,1954-06-20,Frezza,F,53824,9999-01-01
262557,Rosalie,1955-11-17,Barriga,M,54613,9999-01-01
262566,Rafols,1952-09-20,Ladret,F,40000,9999-01-01
262362,Arnd,1953-01-05,Birge,F,44485,9999-01-01
262572,Xiaobin,1955-10-10,Srimani,F,81779,9999-01-01
262368,Shir,1953-08-03,Masamoto,M,79115,9999-01-01
262591,Vivian,1952-03-22,Ramalingam,M,65364,9999-01-01
262371,Ute,1955-02-28,Weedman,M,60052,9999-01-01
262373,Sahrah,1954-11-21,Koblitz,F,60678,9999-01-01
262608,Aria,1953-10-07,Pfau,M,40000,9999-01-01
262611,Georgy,1952-05-15,Nitsche,F,49642,9999-01-01
262384,Angus,1953-05-04,Msuda,F,52172,9999-01-01
262625,Gopalakrishnan,1953-04-22,Streit,M,40000,9999-01-01
262635,Marit,1952-03-27,Syrzycki,F,88266,9999-01-01
262392,Teiji,1952-07-04,Majewski,M,46924,9999-01-01
262645,Martins,1955-05-09,Ranum,F,43537,9999-01-01
262397,Marin,1953-02-02,Kobara,F,59375,9999-01-01
262663,Fumino,1954-02-10,Riexinger,M,42308,9999-01-01
262790,Supot,1954-01-30,Compeau,M,40000,9999-01-01
262673,Kazuhira,1955-01-22,Wixon,M,40000,9999-01-01
262677,Eishiro,1954-12-25,Zumaque,F,72416,9999-01-01
262679,Sahrah,1955-07-11,Gyimothy,M,62733,9999-01-01
262696,Mart,1954-03-12,Setlzner,M,70505,9999-01-01
262700,Ishfaq,1952-09-07,Sooriamurthi,M,40000,9999-01-01
262709,Parto,1952-11-24,Cmelik,M,62180,9999-01-01
262715,Boaz,1952-09-12,Montresor,M,40000,9999-01-01
262725,Miyeon,1955-03-26,Schiettecatte,M,40026,9999-01-01
262736,Maris,1955-01-04,Waschkowski,F,49779,9999-01-01
262755,Arunachalam,1952-06-27,Collette,M,44314,9999-01-01
262801,Aamer,1952-09-02,Krider,M,40000,9999-01-01
262766,Hauke,1954-01-31,Meszaros,M,54082,9999-01-01
262814,Vasiliy,1954-01-01,Coullard,M,40000,9999-01-01
262844,Jovan,1954-02-17,Capobianchi,M,44975,9999-01-01
262975,Suvo,1952-02-15,Lanphier,F,52832,9999-01-01
262993,Guttorm,1954-09-14,Danley,F,40000,9999-01-01
263000,Mayuko,1953-01-13,Bale,F,48050,9999-01-01
263001,Gennady,1955-02-03,Versino,M,40000,9999-01-01
263002,Ramzi,1955-01-03,Bernatsky,F,52819,9999-01-01
263025,Idoia,1954-04-13,Ginneken,F,77660,9999-01-01
263028,Kazuhiko,1953-10-06,Homond,M,85715,9999-01-01
263039,Susuma,1955-05-12,Egerstedt,M,40000,9999-01-01
263056,Kasidit,1952-11-15,Vanwelkenhuysen,M,44195,9999-01-01
263057,Shigenori,1954-05-28,Yeung,M,40000,9999-01-01
263061,Xiaobin,1954-06-27,Jenevein,M,65580,9999-01-01
263062,Berto,1954-05-01,Piancastelli,M,55805,9999-01-01
263070,Subhrajyoti,1955-08-12,Raney,M,40000,9999-01-01
263074,Masadi,1953-10-29,Schapire,F,40000,9999-01-01
263082,Bluma,1953-03-08,Roisin,F,52476,9999-01-01
263084,Subhrajyoti,1953-10-02,Ranai,F,61053,9999-01-01
263088,Xianlong,1954-08-07,Undy,F,41440,9999-01-01
263111,Arup,1955-04-22,Avouris,F,48157,9999-01-01
263112,Zhiwei,1953-07-29,Angelopoulos,F,64086,9999-01-01
263116,Baziley,1954-02-03,Jullig,M,46314,9999-01-01
263122,Hyuckchul,1955-06-05,Ranai,M,62522,9999-01-01
263124,Chinya,1952-09-23,Bellmore,M,71558,9999-01-01
263126,Berry,1954-01-15,Hinsberger,M,41022,9999-01-01
263130,Haldun,1955-01-06,Grandbois,M,40000,9999-01-01
263140,Abdulla,1955-09-05,Iisaku,M,76277,9999-01-01
263141,Niclas,1954-08-07,Stavenow,M,40000,9999-01-01
263142,Masaki,1952-11-12,Linares,F,72840,9999-01-01
262856,Yinghua,1954-09-29,Jarecki,M,40000,9999-01-01
263143,Berhard,1952-03-17,Baca,F,51619,9999-01-01
262866,Poorav,1954-01-11,Morrow,F,54603,9999-01-01
262868,Arnould,1952-04-29,Seiwald,M,77200,9999-01-01
262879,Mostafa,1953-10-08,Zedlitz,M,56954,9999-01-01
263147,Fumiya,1952-07-26,Broomell,M,50029,9999-01-01
262882,Hatsukazu,1952-08-13,Erdi,M,40000,9999-01-01
263166,Iara,1953-04-09,Salinas,M,55954,9999-01-01
263169,Kamakshi,1955-06-29,Schaad,F,54641,9999-01-01
263174,Shen,1955-02-12,Wielonsky,F,54976,9999-01-01
262894,Mara,1953-12-30,Gajiwala,F,59148,9999-01-01
263182,Yongmin,1953-04-27,Garnham,F,40000,9999-01-01
263183,Giri,1953-11-21,Awdeh,F,40000,9999-01-01
262900,IEEE,1952-12-02,Egerstedt,M,54674,9999-01-01
263194,Ranan,1955-11-23,Gini,M,40000,9999-01-01
263198,Sampalli,1953-11-21,Genther,M,66043,9999-01-01
263202,Adhemar,1953-06-21,Lyonns,M,40000,9999-01-01
262902,Wayne,1954-11-05,Guting,F,58149,9999-01-01
263209,Howell,1954-08-19,Schieder,M,40000,9999-01-01
263210,Atreyi,1952-09-10,Hoppenstand,F,55735,9999-01-01
262903,Geoff,1955-01-27,Pettit,M,40000,9999-01-01
263219,Hisao,1954-06-11,Pokrovskii,F,54033,9999-01-01
262919,Naftali,1952-03-17,Gist,F,45859,9999-01-01
263234,Xiaocheng,1953-12-14,Rassart,M,40000,9999-01-01
263235,Elgin,1953-10-26,Doering,F,41399,9999-01-01
263243,Amstein,1953-06-17,Giveon,M,93759,9999-01-01
262934,Breannda,1952-08-05,Gini,F,40000,9999-01-01
263248,Jeong,1954-06-11,Fiebach,F,70698,9999-01-01
262953,Maha,1953-10-11,Feldmann,M,58092,9999-01-01
263270,Bedir,1955-11-29,Sullins,M,40000,9999-01-01
263274,Amalendu,1955-09-27,Engberts,M,40000,9999-01-01
263282,Siddarth,1953-08-06,Kranzdorf,M,65616,9999-01-01
263335,Leah,1953-07-02,Rullman,M,42865,9999-01-01
263305,Arie,1952-06-09,Luit,F,40000,9999-01-01
263313,Mitsuyuki,1954-02-11,Perko,M,68173,9999-01-01
263318,Kazuhisa,1955-02-03,Muhling,M,58099,9999-01-01
263516,Youssef,1952-11-18,Berendt,M,46623,9999-01-01
263349,Lucien,1953-05-02,Naumovich,M,64768,9999-01-01
263517,Remko,1954-02-14,Strandh,M,59277,9999-01-01
263525,Reinhard,1955-09-14,Baek,F,72233,9999-01-01
263354,Emdad,1955-04-10,Caine,F,65045,9999-01-01
263540,Dharmaraja,1955-12-24,Cummings,F,40000,9999-01-01
263544,Kazuyasu,1954-01-19,Baez,M,40000,9999-01-01
263360,Sanjeeva,1952-10-05,Butterworth,F,62646,9999-01-01
263551,KayLiang,1952-10-17,Uhrik,M,70930,9999-01-01
263366,Ewing,1953-05-04,Bolotov,M,64261,9999-01-01
263569,Barun,1954-12-10,Gips,F,43364,9999-01-01
263573,Visit,1953-08-01,Anguita,M,59935,9999-01-01
263574,Teunis,1954-08-03,Erie,M,68090,9999-01-01
263374,Arnould,1953-09-03,Farrar,F,40000,9999-01-01
263577,Ulf,1952-10-04,Cullers,F,46240,9999-01-01
263582,Froduald,1955-05-25,Ruther,M,40000,9999-01-01
263583,Fun,1953-01-21,Speel,M,40000,9999-01-01
263587,Suzette,1955-09-02,Heydon,F,40000,9999-01-01
263380,Haldon,1954-02-21,Samarati,F,80829,9999-01-01
263590,Jinpo,1955-07-26,Erev,M,45476,9999-01-01
263591,Parviz,1954-10-27,Restivo,M,40000,9999-01-01
263599,Fen,1953-06-11,VanScheik,M,46170,9999-01-01
263398,Rutger,1954-09-30,Gente,F,43104,9999-01-01
263399,Mariangiola,1954-06-14,Gils,M,61789,9999-01-01
263630,Ute,1952-03-16,Terekhov,M,40000,9999-01-01
263400,Mads,1953-10-02,Solovay,F,41138,9999-01-01
263640,Gina,1954-09-29,Alpin,M,48151,9999-01-01
263429,Claudi,1952-05-19,Kropf,M,45109,9999-01-01
263646,Nathalie,1953-01-20,Remmele,M,40000,9999-01-01
263647,Weidon,1952-07-19,Hellwagner,F,40000,9999-01-01
263655,Florina,1952-04-29,Stifter,F,40000,9999-01-01
263661,Luisa,1955-07-20,Kaelbling,F,40000,9999-01-01
263440,Selwyn,1952-10-09,Haumacher,F,40000,9999-01-01
263448,Gopalakrishnan,1955-02-19,Brodal,M,40000,9999-01-01
263456,Shichao,1953-01-07,Nourani,M,40000,9999-01-01
263461,Vugranam,1954-09-16,Munro,M,40000,9999-01-01
263462,Theron,1952-08-17,Jarecki,M,40000,9999-01-01
263471,Candida,1952-11-05,Fiebach,F,56274,9999-01-01
263500,Sachio,1955-09-10,Gyorkos,M,40000,9999-01-01
263510,Deniz,1955-05-03,Bolotov,F,43008,9999-01-01
263713,Abdulla,1955-06-20,Bashian,F,59364,9999-01-01
263714,Yagil,1955-01-02,Kleiser,M,69107,9999-01-01
263514,Mayuko,1955-04-01,Lorie,M,40000,9999-01-01
263730,Huai,1954-01-23,Frezza,F,40000,9999-01-01
263887,Pranas,1952-08-19,Chinen,F,40000,9999-01-01
263735,Magdalena,1953-07-29,Siksek,F,57663,9999-01-01
263738,Kazunori,1955-03-19,Bressoud,F,44998,9999-01-01
263892,Elzbieta,1952-04-21,Dymetman,M,59707,9999-01-01
263777,Janche,1955-02-19,Oppitz,M,40000,9999-01-01
263893,Masali,1955-05-12,Dolinsky,M,40000,9999-01-01
263913,Sampalli,1954-05-19,Berstel,F,43960,9999-01-01
263790,Hauke,1955-12-29,Christ,M,48624,9999-01-01
263792,Brigham,1954-06-24,Merel,M,40000,9999-01-01
263804,Takanari,1955-06-20,Ellozy,M,40000,9999-01-01
263920,Pintsang,1952-06-23,Gecsel,M,60182,9999-01-01
263822,Seongbin,1955-09-11,Ananiadou,F,42793,9999-01-01
263824,Yolla,1955-03-06,Constantine,M,40000,9999-01-01
263925,Poorav,1955-01-31,Yamaashi,F,56727,9999-01-01
263829,Jagoda,1953-05-06,Ohori,F,60195,9999-01-01
263927,Charlene,1954-05-26,Zaccaria,M,55917,9999-01-01
263868,Chinhyun,1953-02-15,Koprowski,M,73556,9999-01-01
263879,Tianruo,1953-05-12,Carrere,M,40000,9999-01-01
264074,Martine,1955-03-08,Serov,M,40000,9999-01-01
264081,Sadok,1952-05-20,Feldmann,M,51144,9999-01-01
264083,Vojin,1955-04-05,Acton,F,40000,9999-01-01
